STORMNET_ID,VDOT Length,Easement Length,Total Conveyance Length,County Area,County Area Impervious
STMN0164406702,0,25.28,277.86,0,0
STMN0164406706,11.16,104.62,115.06,0,0
STMN0164406726,122.57,13.05,198.39,0,0
STMN0164406732,157.08,140.8,301.91,0,0
STMN0164406740,1341.56,1112.31,2460.8,0,0
STMN0164406767,202.09,195.2,498.94,0,0
STMN0164406770,45.44,108.17,161.66,0,0
STMN0164406776,43.56,20.12,62.62,0,0
STMN0164406807,218.23,888.06,1484.31,0,0
STMN0164406817,455.73,92.07,500.89,0,0
STMN0164406824,482.26,226.32,633.15,0,0
STMN0164406869,163.9,194.72,359.06,0,0
STMN0164406876,77.77,17.56,96.2,0,0
STMN0164406891,364.91,843.07,1330.27,0,0
STMN0164406958,282.63,701.25,1062.98,0,0
STMN0164406975,45.88,208.77,252.92,0,0
STMN0164406978,6.48,140.21,152.3,0,0
STMN0164406998,322.52,808.79,1429.92,0,0
STMN0164407050,1977.93,161.82,5480.16,0,0
STMN0164503718,161.92,208.77,366.89,0,0
STMN0164503721,11.44,165.3,257.84,0,0
STMN0164510867,8.77,99.18,110.06,0,0
STMN0164514219,0,6.26,6.26,0,0
STMN0171004312,172.53,144.82,318.33,0,0
STMN0171004339,0,244.59,244.59,0,0
STMN0171004442,569.7,723.12,1422.55,0,0
STMN0171004502,186.97,467.01,840.72,87491.44,15303.37
STMN0171004729,0,785.3,785.3,0,0
STMN0171004762,0,650.43,650.43,0,0
STMN0171004915,53.32,415.58,495.08,483.24,129.61
STMN0171005004,0,69.65,69.65,0,0
STMN0171005067,191.02,1751.33,1877.62,0,0
STMN0171005211,73.77,568.13,1176.73,0,0
STMN0171005215,0,20.02,1462.18,0,0
STMN0171005494,949.35,3053.21,11193.51,0,0
STMN0171005551,0,311.02,322.58,0,0
STMN0171005812,145.65,44.66,1092.62,0,0
STMN0171006749,2777.68,9242.37,22534.31,0,0
STMN0171087535,61.96,0,61.96,0,0
STMN0171087544,0,243.1,243.1,0,0
STMN0171093287,0,258,682.01,0,0
STMN0171503650,293.13,347.05,652.66,0,0
STMN0171513747,0,48.63,929.74,0,0
STMN0171513762,0,59.87,1074.07,0,0
STMN0171515365,0,47.84,456.16,0,0
STMN0172004358,720.91,238.3,1084.59,0,0
STMN0172004385,0,9.46,119.38,0,0
STMN0172004441,0,119.45,127.84,0,0
STMN0172004477,219.03,1774.07,3049.92,0,0
STMN0172004536,117.87,403.25,577.96,0,0
STMN0172004563,769.9,1218.32,3506.22,0,0
STMN0172004635,64.76,30.58,349.08,0,0
STMN0172004649,42.72,42.47,286.09,0,0
STMN0172004725,67.66,773.81,836.04,0,0
STMN0172004793,0,280.91,280.91,0,0
STMN0172004856,0,33.27,55.02,0,0
STMN0172004872,0,289.7,289.7,0,0
STMN0172004879,89.47,507.49,677.3,0,0
STMN0172004903,635.11,1498.82,3095.56,0,0
STMN0172004916,0,0,110.49,0,0
STMN0172005079,0,63.71,103.93,0,0
STMN0172005150,282.63,702.58,2197,0,0
STMN0172005157,227.69,4839.1,7463.45,342725.98,107603.1
STMN0172005203,0,136.55,204.25,0,0
STMN0172005286,0,664.36,665.24,0,0
STMN0172005380,0,88.13,88.13,0,0
STMN0172005382,0,559.46,660.27,0,0
STMN0172005396,127.76,1163.84,1725,0,0
STMN0172005502,152.29,1.31,342.12,0,0
STMN0172005507,43.15,1062.11,1178.65,0,0
STMN0172005511,90.84,47.25,540.23,0,0
STMN0172005516,0,555.93,567.81,0,0
STMN0172005589,0,161.4,217.04,0,0
STMN0172005625,367.92,1267.09,1985.34,0,0
STMN0172005646,823.24,1129.25,2110.39,64646.65,30977.45
STMN0172005649,0,78.77,78.77,0,0
STMN0172005688,0,823.33,862.42,0,0
STMN0172005761,113.53,541.9,701.46,0,0
STMN0172005899,519.54,1685.42,3285.71,0,0
STMN0172005901,45.74,69.59,121.72,16915.64,148.13
STMN0172005903,405.77,532.49,990.54,0,0
STMN0172005981,0,100.72,120.39,0,0
STMN0172005997,0,85.5,85.5,0,0
STMN0172005999,0,653.49,796.18,0,0
STMN0172006066,75.05,574.63,736.13,19369.13,9298.08
STMN0172006120,63.17,30.96,94.94,0,0
STMN0172006193,0,62.34,62.34,0,0
STMN0172006274,401.37,420.68,3787.78,0,0
STMN0172006307,10.74,126.37,130.95,0,0
STMN0172006484,161.25,76.42,279.38,0,0
STMN0172006568,0,322.47,406.84,0,0
STMN0172006607,0,102.52,102.52,0,0
STMN0172006638,41.55,113.73,159.37,0,0
STMN0172006650,150.72,113.09,405.77,0,0
STMN0172006651,152.3,634.13,811.98,0,0
STMN0172006677,71.69,565.32,739.48,0,0
STMN0172006679,0,168.59,334.18,0,0
STMN0172006845,0,311.91,968.02,0,0
STMN0172066730,0,161.14,241.76,0,0
STMN0172069188,62.36,40.51,103.35,0,0
STMN0172069251,763.63,363.97,1299.6,0,0
STMN0172069310,324.46,25.52,369.49,0,0
STMN0172069401,0,142.63,142.63,0,0
STMN0172069476,49.44,432.96,568.77,0,0
STMN0172509370,0,175.37,175.37,0,0
STMN0172509371,91.87,368.38,489.35,0,0
STMN0172509869,78.88,71.65,670.95,0,0
STMN0173007336,0,49.34,912.83,0,0
STMN0173007422,8075.24,4334.13,28498.24,0,0
STMN0173007985,0,205.29,1171.72,0,0
STMN0173008319,0,155.52,155.52,0,0
STMN0173008352,0,49.17,173.61,0,0
STMN0173008636,519.01,753.85,1340.53,0,0
STMN0173009171,3441.26,3784.78,12386.58,0,0
STMN0173009350,985.96,2394.83,5758.41,0,0
STMN0173010034,302.84,196.69,552.65,0,0
STMN0173079611,26.07,791.79,3547.22,0,0
STMN0173085756,0,887.99,4088.39,0,0
STMN0173503294,1440.86,1742.74,5887.66,0,0
STMN0173514132,0,78.57,78.57,0,0
STMN0173518177,0,93.83,94.35,0,0
STMN0174007110,62.81,149.83,326.41,0,0
STMN0174007118,385.12,1065.37,2690.27,0,0
STMN0174007244,434.75,33.73,468.15,0,0
STMN0174007272,0,117.57,117.57,0,0
STMN0174007290,897.94,532.52,1173.61,0,0
STMN0174007371,490,1133.89,2049.9,0,0
STMN0174007510,0,21.37,356.12,0,0
STMN0174007576,0,8.43,86.17,0,0
STMN0174007629,5140.57,11180.9,34126.55,0,0
STMN0174007631,266.28,2332.6,4526.21,7189.93,3884.55
STMN0174007737,0,72.49,511.01,0,0
STMN0174007811,0,407.46,433.17,519.17,0
STMN0174007997,0,84.31,84.31,0,0
STMN0174008408,2519.01,4791.28,10992.47,13738.77,9099.51
STMN0174008463,5372.2,7646,29903.45,0,0
STMN0174008467,0,362.21,681.97,0,0
STMN0174008707,3397.83,6313.34,15593.19,0,0
STMN0174080941,0,249.26,418.13,0,0
STMN0174086873,265.41,637.22,1818.72,0,0
STMN0174086914,690.94,39.26,732.03,0,0
STMN0174095934,0,6.27,594.66,0,0
STMN0174514694,0,473.73,948.67,0,0
STMN0181004198,0,324.21,324.83,0,0
STMN0181004204,0,273.65,453.1,0,0
STMN0181004325,669.42,1662.67,3102.02,0,0
STMN0181004360,0,751.88,1069.47,0,0
STMN0181004444,88.56,20.44,305.49,0,0
STMN0181004481,0,246.72,371.12,0,0
STMN0181004607,309.9,158.2,472.32,0,0
STMN0181004650,672.29,335.58,1009.25,0,0
STMN0181004682,0,75.04,206.92,0,0
STMN0181004708,734.32,1197.1,2807.85,0,0
STMN0181004710,151.2,79.89,228.42,0,0
STMN0181004739,51.84,291.29,374.52,0,0
STMN0181004796,254.08,129.21,674.39,2482.54,0
STMN0181004865,0,214.21,566.67,0,0
STMN0181004990,0,569.06,569.06,0,0
STMN0181005035,314.42,284,591.37,255.78,0
STMN0181005197,80.11,27.05,103.66,0,0
STMN0181005212,0,248.96,248.96,0,0
STMN0181005229,43.52,84.72,284.25,0,0
STMN0181005366,4.68,101.01,103.47,0,0
STMN0181005608,0,135.03,135.03,0,0
STMN0181005610,508.67,767.21,2566.91,219985.02,62287.94
STMN0181005647,0,62.31,257.78,0,0
STMN0181005689,0,229.39,329.88,0,0
STMN0181005707,0,132.49,132.49,0,0
STMN0181005759,0,273.63,346.83,0,0
STMN0181006134,0,636.9,889.52,0,0
STMN0181006140,0,434.45,467.97,0,0
STMN0181006146,58.64,34.95,114.85,0,0
STMN0181006169,0,610.23,610.23,12590.6,0
STMN0181006289,0,1088.11,1153.83,0,0
STMN0181006410,0,40.29,40.29,0,0
STMN0181006504,0,998.98,1510.54,0,0
STMN0181006593,0,26.71,106.78,48158.38,0
STMN0181006796,217.28,1057.02,1867.91,0,0
STMN0181006844,52.13,0,112.61,0,0
STMN0181053504,0,0,572,209047.11,21037.29
STMN0181057031,0,0,28.04,16396.67,5084.57
STMN0181057865,0,0,105.71,13381.43,888.68
STMN0181058356,0,0,179.97,155744.86,38778.42
STMN0181058487,191.69,87.91,599.33,15777.95,312.38
STMN0181060051,0,0,996.78,419686.78,130152.39
STMN0181060174,0,0,102.78,140978.75,20315.29
STMN0181404476,0,0,356.99,0,0
STMN0181508316,0,403.1,680.16,389833.09,1776.56
STMN0181508322,5,394.62,583.1,0,0
STMN0182004335,903.35,657.64,1599.76,0,0
STMN0182004517,329.49,1031.72,1497.4,0,0
STMN0182004754,0,169.46,169.46,0,0
STMN0182004820,131.74,356.82,574.13,0,0
STMN0182004887,271.25,353.43,625.8,0,0
STMN0182004905,3570.79,3645.18,9753.26,70094.35,232.7
STMN0182004955,4.62,224,238.01,4742.08,0
STMN0182005034,845.55,0,1492.06,338641.32,0
STMN0182005133,9.74,233.06,276.92,10951.41,7.12
STMN0182005200,395.15,303.27,916.56,1475.29,0
STMN0182005384,8.94,135.36,212.02,4966.61,0
STMN0182005514,0,104.38,216.25,4742.82,0
STMN0182005663,0,313.51,404.42,1810.27,0
STMN0182005802,936.77,0,1065.73,0,0
STMN0182005820,1510.27,1212.73,2949.96,2310.43,0
STMN0182005872,0,0,65.28,19732.76,3066.9
STMN0182006116,164.23,543.95,1128.73,239.24,0
STMN0182006125,60.78,58.39,408.74,405.54,0
STMN0182006474,25.89,12.29,51.72,0,0
STMN0182006490,38.75,22.83,73.09,0,0
STMN0182507354,479.98,1177.7,3023.8,0,0
STMN0182507963,0,57.01,57.01,0,0
STMN0182507967,0,277.58,776.59,0,0
STMN0182507982,0,305.11,579.33,0,0
STMN0182509486,858.42,462.45,1932.27,880.3,0
STMN0182513192,0,22.56,207.84,0,0
STMN0183007022,0,281.05,540.89,0,0
STMN0183007542,0,60.01,155.73,0,0
STMN0183007664,0,298.32,406.03,515.14,0
STMN0183007950,623.34,870.21,1662.93,0,0
STMN0183008114,0,924.93,2509.97,6890.27,0
STMN0183008310,76.46,233.69,549.86,0,0
STMN0183008390,256.72,902.54,1023.81,0,0
STMN0183082710,0,141.23,220.68,0,0
STMN0183082722,0,1923.45,2206.24,0,0
STMN0183082809,72.11,1087.76,1203.14,13257.39,0
STMN0183082919,0,720.09,2166.83,0,0
STMN0183082948,0,690.15,1188.59,133645.37,7009.92
STMN0184006873,120.28,25.13,267.91,0,0
STMN0184006909,0,461.49,567.7,0,0
STMN0184007088,149,174.19,1022.76,0,0
STMN0184007285,0,75.81,656.4,0,0
STMN0184007482,88.18,1090.33,1349.14,0,0
STMN0184007698,0,245.57,245.57,0,0
STMN0184007760,53.13,82.64,249.05,0,0
STMN0184007859,104.27,225,332.21,0,0
STMN0184008870,1864.15,1557.94,3171.2,0,0
STMN0184008915,234.17,494.02,746.95,0,0
STMN0184009141,49.22,300.53,648.99,1123.75,0
STMN0184009732,661.63,291.39,1141.85,8542.58,214.77
STMN0184009736,126.56,385.86,510.05,0,0
STMN0184009891,785.98,285.36,1075.03,1209.14,303.66
STMN0184009945,55.03,5141.23,8017.78,0,0
STMN0184010015,21.16,366.45,381.82,294.74,0
STMN0184081677,51.11,166.52,217.67,0,0
STMN0184509625,796.33,279.72,1114.2,0,0
STMN0184509639,7.88,635.77,822.69,301612.57,3512.71
STMN0191004107,54.26,115.74,167.72,0,0
STMN0191004116,785.9,0,849.23,0,0
STMN0191004510,7.63,0,118.35,3091.95,0
STMN0191004966,647.94,1173.08,2696.28,0,0
STMN0191005038,235.26,757.69,1122.78,1687.58,357.5
STMN0191005092,87.17,87.38,330.38,2904.22,0
STMN0191005326,47.91,69.64,123.18,0,0
STMN0191005405,60.54,54.18,341,0,0
STMN0191005412,48.16,56.27,111.55,319.2,0
STMN0191005515,48.47,141.15,191.12,0,0
STMN0191005718,1511.53,1767.6,3776.83,397062.91,8.86
STMN0191006179,880.08,332.38,1342.25,0,0
STMN0191006215,51.72,32.48,94.38,0,0
STMN0191006326,39.22,0,221.7,0,0
STMN0191006413,946.48,205.32,1343.59,0,0
STMN0191006437,0,628.78,628.78,8092.11,0
STMN0191006671,90.9,209.62,245.48,0,0
STMN0191006751,80.99,171.18,289.95,691.68,0
STMN0191081986,0,292.79,308.32,2539.25,286.14
STMN0191083608,0,268.37,316.51,0,0
STMN0191086875,0,147.84,150.42,0,0
STMN0191089082,0,80.73,121.1,0,0
STMN0191508311,1326.06,595.48,1898.39,41832.65,0
STMN0191508314,817.66,241.64,1472.51,0,0
STMN0191509467,194.72,153.44,344.09,0,0
STMN0192004512,445.27,336.36,787.58,6347.47,0
STMN0192004514,49.91,30.35,80.46,0,0
STMN0192004519,111.63,164.42,337.12,0,0
STMN0192004799,0,234.92,234.92,0,0
STMN0192004984,0,310.26,475.31,0,0
STMN0192005222,238.72,295.93,552.22,0,0
STMN0192005560,76.61,31.47,179.19,0,0
STMN0192005789,176.96,22.57,275.98,0,0
STMN0192005889,47.31,25.82,77.46,0,0
STMN0192006246,26.03,31.78,179.69,0,0
STMN0192006265,8.96,48,158.56,0,0
STMN0192006287,52.26,20.56,789.11,0,0
STMN0192006335,50.79,47.82,99.18,0,0
STMN0192006339,156.76,570.1,998.54,0,0
STMN0192006409,243.23,110.22,272.83,0,0
STMN0192006705,750.36,48.99,959.32,0,0
STMN0192006775,298.79,188.73,483.57,0,0
STMN0193006973,124.48,140.07,402.44,1659.97,0
STMN0193007068,41.04,336.5,412.42,0,0
STMN0193007228,0,4.7,4.7,0,0
STMN0193007229,348.98,82.09,435.32,882.54,0
STMN0193007348,55.26,24.92,114.87,0,0
STMN0193007642,400.55,510.6,909.4,238102.01,5.03
STMN0193007979,49.6,712.24,762.57,0,0
STMN0193008048,35.67,186.16,354.03,0,0
STMN0193008075,492.94,181.18,856.29,265.92,0
STMN0193008198,0,68.31,146,42497.25,2269.43
STMN0193008225,16.35,61.98,141.32,0,0
STMN0193008304,66.3,150.67,302.58,0,0
STMN0193008393,0,103.28,103.28,0,0
STMN0193008507,464.57,131.24,642.97,0,0
STMN0193008638,1586.76,1948.28,3808.05,0,0
STMN0193008889,323.11,343.77,761.07,864.94,0
STMN0193008998,458.35,335.73,995.25,0,0
STMN0193009361,10.03,488.71,509.65,0,0
STMN0193009464,0,81.84,224.8,0,0
STMN0193009486,76.59,89.72,268.85,0,0
STMN0193009545,525.37,215.06,806.38,0,0
STMN0193009698,612.72,96.67,1050.81,0,0
STMN0193009727,1201.71,1090.29,2270.44,0,0
STMN0193009735,575.44,325.75,1030.58,0,0
STMN0193009742,50.06,644.62,858.3,0,0
STMN0193009870,990.81,1586.99,2763.16,0,0
STMN0193061480,404.09,295.8,826.05,0,0
STMN0193063469,307.14,1672.82,5436.63,0,0
STMN0193083691,130.81,160.84,310.51,0,0
STMN0193507423,246.61,1091.01,1603.37,0,0
STMN0193509595,827.5,229.19,1141.35,0,0
STMN0193509599,560.41,253,1098.79,0,0
STMN0193509616,420.72,1.89,579.62,0,0
STMN0194007134,44.88,291.21,336.87,0,0
STMN0194007137,2062.93,68.02,2219.15,0,0
STMN0194007186,38.74,16.47,89.44,0,0
STMN0194007258,125.71,408.7,593.07,0,0
STMN0194007509,10.2,156.51,174.24,0,0
STMN0194007598,52.61,214.18,265.68,0,0
STMN0194007694,74.28,145.28,447.17,0,0
STMN0194007806,230.1,701.77,1461.7,0,0
STMN0194008039,917.01,1298.96,2249.4,0,0
STMN0194008097,59.83,141.03,208.02,0,0
STMN0194008138,308.93,373.89,1162.08,0,0
STMN0194009272,572.96,440.27,1718.72,0,0
STMN0194009492,1681.63,686.28,2390.21,0,0
STMN0194009632,253.87,144.32,401.67,0,0
STMN0194009685,931.01,400.63,1351.77,0,0
STMN0194085430,0,4.75,64.83,0,0
STMN0194507413,3439.5,5731.58,12363.55,541582.23,157183.73
STMN0201005822,1169.86,70.86,1268.8,1733.36,0
STMN0201006212,0,0,97.4,0,0
STMN0201006345,2359.9,42.28,2438.85,188258.62,406.38
STMN0201006468,264.15,28.47,358.95,0,0
STMN0201006657,67.27,384.69,447.46,7418.03,0
STMN0201061336,0,428.02,531.51,0,0
STMN0201064198,134.51,884.11,1205.27,0,0
STMN0201065317,0,222.98,681.4,0,0
STMN0201509450,50.13,80.28,130.52,0,0
STMN0202076774,0,480.17,1601.74,0,0
STMN0202076776,0,435.47,1042.61,0,0
STMN0202076802,0,11.25,39.16,0,0
STMN0202404363,51.47,34.14,91.9,0,0
STMN0202404366,320.56,10.82,350.11,0,0
STMN0202404371,1141.8,271.78,1467.88,25547.37,108.37
STMN0202404374,48.9,226.18,362.24,0,0
STMN0202404383,163.5,250.22,1212.05,0,0
STMN0202404416,74.8,125.76,274.89,0,0
STMN0202404419,39.94,119.47,243.41,0,0
STMN0202404422,56.78,32.34,137.14,0,0
STMN0202404464,1700.81,322.44,2445.21,216924.82,1624.66
STMN0203006838,298.52,106.96,490.12,0,0
STMN0203007024,0,93.11,93.11,0,0
STMN0203007581,148.65,660.65,1071.76,0,0
STMN0203008032,1291.83,204.37,1818.5,0,0
STMN0203008262,268.95,939.65,1307.66,0,0
STMN0203008722,45.23,147.05,272,0,0
STMN0203009144,49.09,176.19,353.96,0,0
STMN0203009170,0,78.34,170.83,0,0
STMN0203009265,451.68,394.72,1061.7,0,0
STMN0203009316,392.31,4141.82,6845.81,0,0
STMN0203505196,830.45,99.81,987.47,0,0
STMN0203505197,985.5,52.49,1064.59,0,0
STMN0203509533,1746.23,156.37,1999.21,0,0
STMN0204009757,804.1,1411.92,5171.14,2124047.64,196742.9
STMN0204055994,268.94,209.69,630.13,0,0
STMN0204061287,398.59,315.74,1813.12,0,0
STMN0204063461,76.02,460.27,537.65,0,0
STMN0204064205,0,2450.75,4065.35,0,0
STMN0204064825,0,1198.46,3538.33,0,0
STMN0204075854,147.79,1870.82,2409.14,1.01,0
STMN0204077703,49.04,105.35,182.51,0,0
STMN0204406412,349.84,273.01,605.55,0,0
STMN0204406418,384.32,131.72,815.97,61518.81,873.55
STMN0204406424,845.87,1962.99,4077.65,0,0
STMN0204406426,52.9,32.88,192.39,13953.2,1.78
STMN0204406447,109.51,40.61,132.22,1729.21,135.58
STMN0204406451,391.51,364.3,1031.8,3153.86,306.14
STMN0204406460,705.49,747.8,2280.79,0,0
STMN0204406497,939.78,1789.57,3166.81,0,0
STMN0204406545,280.13,151.01,616.61,0,0
STMN0204406562,694.03,329.29,1140.59,0,0
STMN0204406588,87.19,123.24,215.19,0,0
STMN0204406598,3996.87,2614.09,6824.76,105329,0
STMN0204406607,108.57,504.06,1501.26,282944.05,8024.36
STMN0204406674,483.9,967.87,1477.7,12735.52,0
STMN0204406676,2976.74,3597.49,7006.64,0,0
STMN0204518712,0,258.86,1063.24,0,0
STMN0204518745,0,70.61,302.99,0,0
STMN0204518793,504.17,382.93,1259.41,0,0
STMN0211086876,315.38,213.92,578.81,4124.78,0
STMN0211086877,265.37,0,371.95,8300.9,0
STMN0211092693,267.51,179.45,468.12,15806.89,0
STMN0211092694,0,132.88,137.79,4243.45,0
STMN0211404298,0,22.11,151.63,0,0
STMN0211404304,0,207.82,207.82,19450.17,0
STMN0211404310,0,146.19,270.72,17117.8,0
STMN0211404312,0,225.58,487.41,18074.46,6.81
STMN0211404343,749.97,319.96,1186.88,0,0
STMN0211511010,2.34,117.16,117.16,5908.8,0
STMN0212072388,174.05,0,397.43,0,0
STMN0212404176,835.5,801.57,1743.24,0,0
STMN0212404190,31.84,491.24,518.37,0,0
STMN0212404197,40.17,107.54,165.23,0,0
STMN0212404213,38.22,166.19,213.78,0,0
STMN0212404236,2020.59,462.53,2751.32,0,0
STMN0212404249,0,191.5,193.03,0,0
STMN0212404269,359.01,136.91,705.01,0,0
STMN0212404276,316.69,233.95,864.4,0,0
STMN0212404290,226.72,705.62,1101.39,0,0
STMN0212404292,1381.48,473.59,2283.95,0,0
STMN0212404296,650.94,1902.91,2716.82,0,0
STMN0213086870,42.63,166.04,209.12,0,0
STMN0213086871,0,70.95,760.21,0,0
STMN0213406038,43.28,121.96,172.14,0,0
STMN0213406043,21.9,162.76,175.9,0,0
STMN0213406047,0,90.29,240.56,0,0
STMN0213406066,5.02,252.32,254.58,7577.03,0
STMN0213406085,2880.7,494.34,3491.45,566744.4,3212.82
STMN0213406096,47.68,162.08,306.03,0,0
STMN0213406097,37.55,103.7,250.18,0,0
STMN0213406112,17.13,158.13,174.8,0,0
STMN0213406115,560.15,12.06,630.49,0,0
STMN0213406123,0,152.5,157.62,0,0
STMN0213406131,612.08,1986.24,3288.75,0,0
STMN0213406161,186.42,117.69,345.7,0,0
STMN0213406196,517.97,281.77,890.48,0,0
STMN0213406210,756.54,304.13,1327.59,0,0
STMN0213406228,28.13,503.87,1142.31,0,0
STMN0213406285,590.44,201.27,2185.36,48655.16,27769.16
STMN0213406287,1004.84,117.72,1115.91,0,0
STMN0213406306,265.59,206.08,527.72,0,0
STMN0213406309,114.14,51.09,164.19,200.45,0
STMN0213406338,1670.59,1159.43,2880.25,1420.08,0
STMN0213406366,276.74,45.14,404.93,274.35,0
STMN0214405659,375.75,61.28,2049.62,0,0
STMN0214405677,966.85,1558.17,2783.52,0,0
STMN0214405703,11.49,124.26,128.12,0,0
STMN0214405712,1101.55,74.69,1299.29,0,0
STMN0214405715,9.85,138.76,188.07,0,0
STMN0214405719,0.01,118.66,147.71,0,0
STMN0214405722,2.83,116.42,125,0,0
STMN0214405744,624.17,365.67,1051.21,0,0
STMN0214405749,0,540.69,540.69,0,0
STMN0214405768,2186.09,471.55,2916.68,0,0
STMN0214405777,392.69,432.18,1022.92,0,0
STMN0214405786,67.11,111.24,185.93,0,0
STMN0214405798,587.17,1542.36,1973.03,0,0
STMN0214405799,8.06,153.01,182.34,0,0
STMN0214405803,334.22,710.93,1122.34,0,0
STMN0214405816,48.62,0,185.81,0,0
STMN0214405835,51.99,210.16,262.96,0,0
STMN0214405892,0,64.48,64.48,0,0
STMN0214405898,126.65,190.47,322.67,0,0
STMN0214405915,1611.05,1842.3,3748.15,0,0
STMN0214405927,1062.41,95.92,1163.28,3238.79,397.26
STMN0214405942,507.71,60.33,572.43,1892.22,507.34
STMN0214406021,242.13,816.37,1187.74,0,0
STMN0221404153,48.16,0,350.63,4765.5,0
STMN0221404158,38.25,403.38,516.18,0,0
STMN0223054387,324.4,540.88,1277.37,0,0
STMN0223071962,32.86,93.05,200.56,0,0
STMN0223094050,0,327.08,795.51,629630.95,45577.82
STMN0223405536,179.66,34.43,254.75,3603.42,0
STMN0223405539,695,222.31,899.29,1170.3,0
STMN0223405546,54.98,165.29,255.91,233.87,0
STMN0223405549,0,291.24,1404.54,446332.9,82294.38
STMN0223405550,0,11.09,1145.86,585064.87,285246.41
STMN0223405556,13.83,271.59,286.71,2814.5,0
STMN0223405571,314.58,296.33,905.22,0,0
STMN0223405601,434.48,790.36,3277.52,419540.62,218424.23
STMN0223405606,239.4,275.38,623.33,35284.2,0
STMN0224405486,1050.74,459.52,2114.43,0,0
STMN0224405503,500.25,156.2,688.55,0,0
STMN0224507122,0,296.45,729.29,0,0
STMN0242011138,217.84,514.2,739.51,13897.04,0
STMN0242011343,272.01,241.69,513.33,281.49,0
STMN0242011407,159.41,990.69,1417.04,9309.5,304.76
STMN0242012006,373.67,461.54,1115.51,17161.8,0
STMN0242012470,71.21,1369.74,8295.13,0,0
STMN0242012688,3.43,160.59,160.86,0,0
STMN0242012756,571.75,2256.62,3579.41,51944.43,18670.39
STMN0242013134,89.74,144.91,239,0,0
STMN0242013345,134.78,1182.7,1362.83,173734.24,12528.09
STMN0242014003,1662.03,828.28,3642.02,0,0
STMN0242014468,800.14,1033.96,2097.93,72.93,0
STMN0242093170,0,110.74,4155.6,5248.16,0
STMN0242093213,0,208.56,1161.42,27648.85,0
STMN0242096265,0,634.44,1427.66,0,0
STMN0244018061,577.03,16.37,633.06,0,0
STMN0244018602,0,225.93,225.93,0.46,0
STMN0244019866,419.48,3894.34,11499.95,547127.43,26858.9
STMN0244078860,0,39.89,101.32,0,0
STMN0244093199,0,702.55,2371.19,0,0
STMN0244515329,0,0,5546.34,1038226.13,292020.74
STMN0244516244,0,7979.37,16376.31,43443.96,884.43
STMN0251059727,335.35,686.76,1038.13,12471.16,3735.29
STMN0251059953,0,837.46,866.65,0,0
STMN0251060168,0,1004.32,1097.63,0,0
STMN0251086867,194.08,22.4,242.8,0,0
STMN0251086868,125.95,202.64,360.64,0,0
STMN0251410906,322.32,1058.84,1389.89,0,0
STMN0251410939,290.72,50.18,348.36,0,0
STMN0251410964,312.21,31.59,351.02,3054.59,0
STMN0251411111,305.77,0,387.16,3453.75,0
STMN0251411164,472.78,484.36,987.5,2135.71,115.48
STMN0251411175,383.88,148.37,528.57,0,0
STMN0251411191,924.69,1342.18,2248.81,0,0
STMN0251411214,552.02,384.66,782.96,4780.44,0
STMN0251411226,511.41,721.28,1454.62,58640.4,53.2
STMN0251411237,419.14,352.21,785.07,880.41,157.3
STMN0251411249,0,1112.77,1237.48,3964.56,372.31
STMN0251411256,272.09,206.31,627.82,0,0
STMN0251411365,2259.37,6526.33,9638.61,460785.45,8392.26
STMN0251411374,439.53,2792.79,3985.05,13574.44,703.94
STMN0251411399,0,258.86,258.86,0,0
STMN0251411402,710.73,2092.28,4899.03,43126.84,1117.12
STMN0251411452,0,1331.64,1331.64,0,0
STMN0251411466,1163.9,6860.97,12794.81,0,0
STMN0251411490,459.39,225.29,837.22,0,0
STMN0251411492,0,8034.11,17300.55,0,0
STMN0251411495,741.55,8478.74,9811.64,2203.42,0
STMN0251411496,452.61,516.7,1013.69,56238.63,149.57
STMN0252011350,2641.57,13015.39,20027.37,0,0
STMN0252060111,0,29.55,277.58,0,0
STMN0252063113,8.81,153.46,163.17,0,0
STMN0252410203,4895.12,8038.52,14639.63,0,0
STMN0252410233,922.85,1378.89,2694.94,0,0
STMN0252410235,1589.53,1679.95,4420.7,367470.56,22101.66
